,Unnamed: 0,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
109888,109888,O=CC1C=CC2CN1C2,0.0555000000000001,20.31,123.068413908,0,2,"(48,)",0.1405405098937581,-0.3012580276648879,1,3,1,2.7779,-401.911993,-401.912937,-401.920282,-401.952387,-0.2263,-0.0256,0.2006,0.148948
30335,30335,CN1CC1(C)C(F)(F)F,1.2528,3.01,139.060883916,0,1,"(54,)",0.4072610782101479,-0.2897714457917471,0,1,2,2.9265,-549.481878,-549.482823,-549.492085,-549.526344,-0.2429,0.0818,0.3247,0.130427
127556,127556,NC1=CN=C(O)C(N)=N1,-0.6534000000000002,98.05,126.054160812,3,5,"(48,)",0.2543478793212717,-0.4906595177503175,0,1,0,0.6529,-450.188059,-450.189003,-450.196876,-450.228688,-0.1846,-0.0167,0.1678,0.115059
39645,39645,CC12C3OC(C1O)C23C,0.1544999999999999,29.46,126.06807956,1,2,"(50,)",0.0930036108131009,-0.3896967199860482,0,3,5,2.4654,-422.961591,-422.962535,-422.97106,-423.003691,-0.2294,0.0737,0.3031,0.15821
40461,40461,C#CC#CC1=NCCN1,-0.3752999999999999,24.39,118.053098192,1,2,"(44,)",0.1745334612898095,-0.3613508916858857,0,1,0,2.6854,-379.617748,-379.618692,-379.627042,-379.660499,-0.2248,-0.0533,0.1715,0.1131
14478,14478,COCCCC1OC1C,1.2003,21.76,130.099379688,0,2,"(54,)",0.0839440529831977,-0.384688450922054,4,1,2,2.5482,-425.389059,-425.390003,-425.401008,-425.43874,-0.252,0.0891,0.3411,0.203
123327,123327,OCC#CCCC#C,0.3954999999999999,20.23,108.057514876,1,1,"(42,)",0.1037307309836444,-0.3836557863593403,1,0,0,1.711,-346.522005,-346.52295,-346.532644,-346.569124,-0.247,0.0289,0.2759,0.127352
29331,29331,COC1=CC(=NN1)C#C,0.3995999999999999,37.91,122.048012812,1,2,"(46,)",0.2095756671366755,-0.4812609611006957,1,1,0,3.782,-416.771002,-416.771946,-416.780407,-416.81373,-0.2196,0.0004,0.22,0.112366
74798,74798,CC1CCCC=C(C)C1,3.142800000000002,0.0,124.125200512,0,0,"(52,)",-0.0297211488988719,-0.0855999567014849,0,1,1,0.2266,-352.375489,-352.376433,-352.386055,-352.419973,-0.2225,0.0299,0.2524,0.230142
67866,67866,CC12CC(CC1)C21CC1,2.5866000000000007,0.0,122.109550448,0,0,"(50,)",-0.0214563973959269,-0.0590909088353383,0,4,2,0.1086,-351.131479,-351.132424,-351.140627,-351.17259,-0.2627,0.0874,0.3501,0.207364
106096,106096,OC1C2OCC12O,-1.5092000000000003,49.69,102.031694052,2,3,"(40,)",0.1449014794795248,-0.3870678472284413,0,2,3,1.1029,-381.517019,-381.517963,-381.524347,-381.554215,-0.2346,0.0545,0.2891,0.100897
97235,97235,CCCC(O)C(C)=NO,0.9975,52.82000000000001,131.094628656,2,3,"(54,)",0.0950780721621161,-0.4108355514063202,3,0,1,1.6643,-441.439259,-441.440203,-441.451698,-441.489146,-0.2448,0.0099,0.2548,0.190383
53478,53478,ON=C(CC=O)C#C,0.0388,49.66,111.0320284,1,3,"(42,)",0.1357971961750408,-0.4101049663234522,2,0,0,2.3826,-398.517698,-398.518642,-398.527244,-398.561461,-0.2489,-0.0553,0.1935,0.091529
58335,58335,CN=C1NN=CNC1=O,-1.3715000000000006,73.9,126.054160812,2,3,"(48,)",0.2927790721951516,-0.3085191905319843,0,1,0,3.7021,-450.138965,-450.139909,-450.147933,-450.180717,-0.2207,-0.0363,0.1844,0.114236
39673,39673,CN1N=C(N)C(N)=C1O,-0.7098999999999999,90.09,128.069810876,3,5,"(50,)",0.2347997306442428,-0.4919248784104419,0,1,0,2.126,-451.326949,-451.327893,-451.337303,-451.37154,-0.1916,0.0562,0.2477,0.137354
88398,88398,CC1C=CN2C=CC=C12,2.0759,4.93,119.073499288,0,1,"(46,)",0.0286863932944834,-0.3273102203109718,0,2,1,1.4912,-364.851477,-364.852421,-364.859722,-364.891258,-0.1985,-0.0013,0.1972,0.150295
23149,23149,CN1C(C)=CC=NC1=O,0.0887199999999998,34.89,124.063662876,0,3,"(48,)",0.3469326875509144,-0.2996674150692326,0,1,0,6.2065,-418.071909,-418.072853,-418.081226,-418.114991,-0.2271,-0.0494,0.1776,0.13691
11104,11104,COC12C3C4C1CC2N34,-0.1598999999999999,12.24,123.068413908,0,2,"(48,)",0.1046618649088528,-0.3745395461883824,1,4,6,2.2622,-401.836862,-401.837806,-401.844902,-401.876374,-0.2115,0.0763,0.2878,0.148376
28062,28062,C#CC1C2CCC1OC2,1.0446,9.23,122.07316494,0,1,"(48,)",0.0715720289263219,-0.3765874175020842,0,2,3,1.2207,-385.861154,-385.862099,-385.869584,-385.901242,-0.2392,0.0479,0.2871,0.161383
17086,17086,CN=C1OCC2(C)OC12,0.2024000000000001,34.12,127.063328528,0,3,"(50,)",0.2159118253796974,-0.4758521334472411,0,2,2,3.1278,-439.074626,-439.07557,-439.084329,-439.117928,-0.2467,0.0095,0.2563,0.146561
19548,19548,NC1=NC=C(O)C=C1O,0.0749999999999999,79.37,126.042927432,3,4,"(48,)",0.1656283362601072,-0.5061947644786418,0,1,0,3.9539,-453.996109,-453.997053,-454.005099,-454.037119,-0.1855,-0.0063,0.1791,0.113794
95713,95713,CCOC1CC1C(C)C,2.0674,9.23,128.120115132,0,1,"(54,)",0.0609768447047287,-0.3781960591481573,3,1,2,0.9539,-389.467619,-389.468563,-389.479664,-389.516476,-0.2341,0.0791,0.3132,0.226348
59628,59628,O=COC1(CC1)C1OC1,0.0907999999999999,38.83,128.047344116,0,3,"(50,)",0.2932279629954668,-0.4584068944542614,3,2,1,4.4488,-458.932189,-458.933133,-458.941666,-458.975235,-0.2708,0.0082,0.279,0.133898
5527,5527,CC(C=O)C1OCCO1,0.1942999999999999,35.53,130.06299418,0,3,"(52,)",0.1664022653335213,-0.3495231760346399,2,1,1,3.6894,-460.161826,-460.16277,-460.172241,-460.208219,-0.2459,-0.0194,0.2265,0.157626
93608,93608,CC1CC2(CC2CO)O1,0.5462,29.46,128.083729624,1,2,"(52,)",0.0765791335049521,-0.3959721009220477,1,2,3,0.3344,-424.182401,-424.183345,-424.1929,-424.227893,-0.2216,0.0667,0.2884,0.180996
14465,14465,OC12C3C4N3C1CC=C24,-0.5038,23.24,121.052763844,1,2,"(46,)",0.1202772752410008,-0.38205194556187,0,4,5,1.2882,-400.594204,-400.595148,-400.601759,-400.632134,-0.214,-0.0548,0.1593,0.124323
120339,120339,COC(=O)C1(CN1)C#C,-0.8654000000000002,48.24,125.047678464,1,3,"(48,)",0.3395221846939018,-0.4668644705346286,1,1,1,2.1821,-437.841191,-437.842135,-437.851411,-437.885934,-0.253,-0.0067,0.2463,0.122155
22077,22077,CC1C2N=CN(C=O)C12,-0.1264,32.67,124.063662876,0,2,"(48,)",0.2146745484716611,-0.3002381482530051,1,2,3,3.4887,-418.019873,-418.020817,-418.028732,-418.061435,-0.24,-0.03,0.21,0.137026
54127,54127,O=C1CC(=O)C2CCC12,0.5545,34.14,124.052429496,0,2,"(48,)",0.1435513784192866,-0.2988819841033904,0,2,2,2.6248,-421.854133,-421.855077,-421.862814,-421.896078,-0.2379,-0.0437,0.1942,0.136123
123009,123009,CC1C2C3(C)CN1C23C,1.0989,3.24,123.104799416,0,1,"(50,)",0.0303167469574989,-0.2933021716023858,0,3,4,1.6721,-367.145258,-367.146203,-367.155304,-367.188378,-0.2139,0.09,0.3039,0.193536
40411,40411,COC12CC1C(C2)=NO,0.6254,41.82,127.063328528,1,3,"(50,)",0.0821315907894394,-0.4108940331633645,1,2,2,1.7361,-438.987459,-438.988403,-438.997375,-439.031267,-0.232,0.0141,0.2461,0.145549
18933,18933,C1OC1C12OC1C1CC21,0.1725,25.06,124.052429496,0,2,"(48,)",0.1264710100879898,-0.3698604935834771,1,4,5,3.0949,-421.708697,-421.709641,-421.716988,-421.74914,-0.2337,0.0491,0.2828,0.135063
99753,99753,CCC1(CO1)C1CCO1,0.9543,21.76,128.083729624,0,2,"(52,)",0.1173963470114486,-0.3749274489724773,2,2,2,2.0212,-424.179126,-424.18007,-424.189359,-424.224112,-0.2437,0.0774,0.3212,0.181643
3907,3907,CC(O)C12COCC1O2,-0.4650000000000001,41.99,130.06299418,1,3,"(52,)",0.1456646135996669,-0.3902050859241819,1,2,3,2.3373,-460.134778,-460.135722,-460.144448,-460.178156,-0.2557,0.0718,0.3276,0.158434
69388,69388,CCC1(CO)CC(=N)O1,0.52507,53.31,129.078978592,2,3,"(52,)",0.184822667539002,-0.4715911891140728,2,1,1,1.6567,-440.281463,-440.282408,-440.291918,-440.326496,-0.2619,0.024,0.2859,0.169802
65484,65484,CC(C)C1(O)CC1(C)C,1.8034,20.23,128.120115132,1,1,"(54,)",0.0727906297212771,-0.3890420901424333,1,1,1,1.2391,-389.480223,-389.481167,-389.492427,-389.52761,-0.2472,0.0671,0.3143,0.225463
110181,110181,CCCC1CC2C(C)C12,2.688500000000001,0.0,124.125200512,0,0,"(52,)",-0.0326026437108426,-0.0653720727335634,2,2,4,0.2068,-352.323401,-352.324345,-352.334287,-352.369388,-0.2451,0.0832,0.3283,0.228981
14822,14822,CC(O)CC1CC1(C)O,0.5282,40.46,130.099379688,2,2,"(54,)",0.0653098495933311,-0.393406411944895,2,1,3,2.1225,-425.402795,-425.403739,-425.414757,-425.451161,-0.2422,0.0684,0.3106,0.202194
96885,96885,N1CC11C2CC2C11NC1,-0.6799,43.88,122.08439832,2,2,"(48,)",0.0538102000766011,-0.3062327033110415,0,4,4,3.074,-381.968077,-381.969021,-381.976656,-382.008568,-0.2348,0.081,0.3158,0.160596
104353,104353,CC1C2CC(CN12)C=O,0.2779,20.08,125.084063972,0,2,"(50,)",0.1239100444391767,-0.3030346152747887,1,2,4,2.3841,-403.130715,-403.13166,-403.140407,-403.174412,-0.2298,-0.0241,0.2057,0.171167
65178,65178,CC1(CCC1)NC(N)=O,0.5973000000000002,55.12,128.094963004,2,1,"(52,)",0.3120944501099175,-0.3516549636823478,1,1,0,3.3203,-420.433965,-420.434909,-420.444537,-420.478872,-0.2396,0.0574,0.297,0.182659
116058,116058,CC1CCOC(=O)N1C,0.8470000000000001,29.54,129.078978592,0,2,"(52,)",0.4092355833756766,-0.4493323633289574,0,1,1,5.1088,-440.329456,-440.3304,-440.339346,-440.373193,-0.2377,0.0547,0.2923,0.172079
68069,68069,O=CC1=NOC(=C1)C#N,0.35878,66.89,122.011627304,0,4,"(44,)",0.2363416062409779,-0.3448241505369906,1,1,0,3.2874,-451.536883,-451.537827,-451.545136,-451.577623,-0.2906,-0.1049,0.1857,0.065514
91996,91996,NC1=C(N)C(=N)NN=N1,-1.5514300000000003,117.46,126.065394192,4,5,"(48,)",0.1743879945490804,-0.392637582123636,0,1,0,1.1217,-446.288789,-446.289733,-446.297558,-446.329468,-0.1923,-0.0437,0.1487,0.115609
79064,79064,CN=C1C=C(F)NC=N1,0.0792999999999999,41.04,127.054575412,1,2,"(48,)",0.1954131551540279,-0.3226427525719759,0,1,0,4.6849,-458.111553,-458.112497,-458.120667,-458.153911,-0.2062,-0.0214,0.1848,0.112641
6102,6102,CN=C1CCOC(=O)O1,0.5716000000000001,47.89,129.042593084,0,4,"(50,)",0.5144388559924281,-0.4334092459757889,0,1,0,3.672,-475.065341,-475.066285,-475.074715,-475.108915,-0.2681,-0.0086,0.2595,0.124186
76400,76400,OCC1(O)CCC=C1,0.0598,40.46,114.06807956,2,2,"(46,)",0.1059871394060991,-0.393037519444599,1,1,1,2.2027,-384.937376,-384.93832,-384.946468,-384.978981,-0.2391,0.0264,0.2654,0.153757
22429,22429,OCCC(O)C(F)(F)F,0.2920000000000001,40.46,144.039814124,2,2,"(56,)",0.4139282807882108,-0.3962686820048785,2,0,1,2.1123,-606.512686,-606.51363,-606.523381,-606.559003,-0.2728,0.0677,0.3406,0.118668
74446,74446,CC(C)CC1CC(O)C1,1.8034,20.23,128.120115132,1,1,"(54,)",0.0545161817037271,-0.3931095370609127,2,1,0,1.4367,-389.477344,-389.478288,-389.488952,-389.525226,-0.2524,0.077,0.3294,0.227467
86810,86810,OCC1COC1=O,-0.8483000000000003,46.53,102.031694052,1,3,"(40,)",0.3142977778440571,-0.4642994483596617,1,1,1,3.4062,-381.60023,-381.601174,-381.607752,-381.638596,-0.2799,-0.0017,0.2782,0.102219
20379,20379,O=CC1=NCC(=O)CO1,-0.8169000000000002,55.73,127.02694302,0,4,"(48,)",0.250338503063663,-0.4675110836919367,1,1,0,1.3197,-473.839068,-473.840013,-473.848155,-473.882547,-0.255,-0.0761,0.1789,0.099612
55591,55591,N#CC1CC=CCCN1,0.8181799999999999,35.82,122.08439832,1,2,"(48,)",0.0987359218717826,-0.3013585707295646,0,1,1,3.2101,-382.073819,-382.074763,-382.083043,-382.116028,-0.2439,0.0072,0.251,0.162187
20771,20771,O=CCCOC1CCC1,1.1445,26.3,128.083729624,0,2,"(52,)",0.1217872359031262,-0.377777111922392,4,1,0,2.8474,-424.205295,-424.206239,-424.216103,-424.25285,-0.2534,-0.0251,0.2282,0.180576
20925,20925,COC(=O)N1CC1C#N,-0.03942,53.1,126.042927432,0,3,"(48,)",0.4102353235911838,-0.4527066129686257,0,1,2,4.3662,-453.946149,-453.947094,-453.956032,-453.990618,-0.2819,-0.0022,0.2797,0.11156
83138,83138,COCC1C2C3CC2C13,1.1447,9.23,124.088815004,0,1,"(50,)",0.049571623580337,-0.3843796396782378,2,5,0,0.9404,-386.989031,-386.989975,-386.99827,-387.031775,-0.2497,0.0888,0.3385,0.182648
36880,36880,O=C1CNC1C#C,-0.8394999999999999,29.1,95.03711378,1,2,"(36,)",0.1752287552703729,-0.2953593848560956,0,1,1,2.5599,-323.316206,-323.31715,-323.323781,-323.354477,-0.2471,-0.0336,0.2135,0.088707
45439,45439,CNC(CO)C(N)C#N,-1.582419999999999,82.07,129.090211972,3,4,"(52,)",0.1105035601035909,-0.3946524761546633,3,0,2,4.9412,-436.439483,-436.440427,-436.45114,-436.487206,-0.2389,0.0317,0.2707,0.17053
9069,9069,CCC1(O)CCC1C#C,1.1707,20.23,124.088815004,1,1,"(50,)",0.078188450401021,-0.388613969931224,1,1,2,1.7879,-387.042317,-387.043262,-387.053308,-387.08785,-0.2519,0.0491,0.301,0.179837
131532,131532,CCN=C1OC=CN=C1,0.5952000000000001,38.39,124.063662876,0,3,"(48,)",0.2320401015179188,-0.4440327434697675,1,1,0,2.263,-418.015093,-418.016037,-418.02433,-418.058702,-0.2243,-0.0643,0.16,0.136579
5114,5114,CC1(CC1)C(=O)NC=N,0.5097700000000001,52.95,126.07931294,2,2,"(50,)",0.2304887206622985,-0.3169054076246513,2,1,0,2.0163,-419.23159,-419.232534,-419.24183,-419.276266,-0.2551,-0.016,0.2391,0.159245
117396,117396,CN1CC1,-0.0682,3.01,57.057849224,0,1,"(24,)",0.0106739798016548,-0.3038265219861116,0,1,0,1.1353,-173.142399,-173.143343,-173.147782,-173.174073,-0.2304,0.0968,0.3271,0.097671
107845,107845,CCC1OC2(CC2)C1C,1.9639,9.23,126.104465068,0,1,"(52,)",0.0738234834572831,-0.3710076740603588,1,2,2,1.5935,-388.258915,-388.259859,-388.269703,-388.304797,-0.2213,0.084,0.3053,0.20421
65091,65091,CC(O)CCCCC=O,1.1265,37.3,130.099379688,1,2,"(54,)",0.1194902120764853,-0.3934192674126178,5,0,1,3.2006,-425.43201,-425.432954,-425.444318,-425.482472,-0.2472,-0.0184,0.2288,0.202383
3340,3340,CCC1C(O)C(O)C1O,-0.8911,60.69,132.078644244,3,3,"(54,)",0.106417285811822,-0.3899313647053691,1,1,2,3.3697,-461.336888,-461.337832,-461.347378,-461.381587,-0.2422,0.0397,0.2819,0.181955
90804,90804,N#CC12NCC3C1OC23,-0.7508200000000003,45.05,122.048012812,1,3,"(46,)",0.1598389444771621,-0.3677787461945154,0,5,2,5.1324,-416.732968,-416.733912,-416.740569,-416.771558,-0.2462,0.0109,0.2572,0.114429
35518,35518,N=C1OC(C=O)C2CC12,0.19747,50.15,125.047678464,1,3,"(48,)",0.1844113789814721,-0.4697848023498087,1,2,3,4.0303,-437.8864,-437.887345,-437.89496,-437.92762,-0.2554,-0.0364,0.219,0.124639
53318,53318,COCC1C2OC1C2O,-0.6091,38.69,130.06299418,1,3,"(52,)",0.1071847173628835,-0.387668133523539,2,3,2,0.8393,-460.057714,-460.058659,-460.067656,-460.101982,-0.2396,0.0623,0.3018,0.15747
128422,128422,CN1C(O)=CC(C)=C1C,1.34754,25.16,125.084063972,1,2,"(50,)",0.1906018112068891,-0.4944317494141134,0,1,0,0.9269,-403.182276,-403.183221,-403.193701,-403.229428,-0.1684,0.0666,0.235,0.169141
78436,78436,OC12C3CCC11OC2C31,-0.0915000000000001,29.46,124.052429496,1,2,"(48,)",0.1236024566365115,-0.3838042356132817,0,7,5,2.9672,-421.708585,-421.709529,-421.716279,-421.746936,-0.2267,0.0709,0.2977,0.136668
123990,123990,CCC1CC1(O)C#N,0.6709799999999999,44.02,111.068413908,1,2,"(44,)",0.1539063609466026,-0.3750749139858554,1,1,2,3.7935,-363.853846,-363.85479,-363.863538,-363.896889,-0.2773,0.0165,0.2938,0.140644
111277,111277,CC12CC(C1C#N)C2=O,0.73508,40.86,121.052763844,0,2,"(46,)",0.1440665715419446,-0.2986798790440959,0,3,3,1.4882,-400.726281,-400.727226,-400.735341,-400.768011,-0.2597,-0.0114,0.2484,0.123847
102811,102811,CC#CC1CC2(C)CC12,2.0558,0.0,120.093900384,0,0,"(48,)",0.0241211052837203,-0.1064295473438292,0,2,3,0.1912,-349.900915,-349.901859,-349.911683,-349.94775,-0.2363,0.058,0.2943,0.18115
4236,4236,CC(=O)CCOC1CC1,1.1445,26.3,128.083729624,0,2,"(52,)",0.1316341492718133,-0.3777624020167103,4,1,0,1.6152,-424.212819,-424.213764,-424.224274,-424.262055,-0.2454,-0.0119,0.2334,0.17904
24290,24290,O=COCCOCC#C,-0.1907999999999998,35.53,128.047344116,0,3,"(50,)",0.2926600323088263,-0.4654450005748833,5,0,0,4.5326,-458.918491,-458.919435,-458.92943,-458.96621,-0.2702,0.0118,0.282,0.132216
69227,69227,OC1COC(CC#C)C1,0.1594999999999999,29.46,126.06807956,1,2,"(50,)",0.079840063701668,-0.3906249675245501,1,1,2,2.5224,-422.983616,-422.98456,-422.993743,-423.02815,-0.2403,0.0591,0.2994,0.158059
132941,132941,NC1=CN(CC#N)C=N1,-0.01112,67.63,122.059246192,1,4,"(46,)",0.1411057374399282,-0.382429966615967,1,1,0,1.9088,-413.016439,-413.017383,-413.025627,-413.059406,-0.1989,0.0024,0.2012,0.114576
52042,52042,COC(C)C(=O)OC=N,0.17157,59.38,131.058243148,1,4,"(52,)",0.3406902101627791,-0.4131480875591572,3,0,1,0.7292,-476.229521,-476.230465,-476.240824,-476.277629,-0.2579,-0.0304,0.2275,0.144322
47954,47954,OCC1(O)C2CC=CC12,-0.0843,40.46,126.06807956,2,2,"(50,)",0.0980408132141277,-0.3933490932871278,1,2,3,2.0942,-423.002323,-423.003268,-423.011662,-423.044326,-0.2129,0.0205,0.2334,0.159412
125320,125320,OC(CC=O)C(=O)C#N,-0.9710200000000002,78.16,127.02694302,1,4,"(48,)",0.2601458346886866,-0.3836814336549781,3,0,1,2.1372,-473.828419,-473.829364,-473.838879,-473.874922,-0.2675,-0.1136,0.1539,0.097094
34684,34684,CC1=CC2(OC2C1)C=O,0.6729,29.6,124.052429496,0,2,"(48,)",0.1682320368208583,-0.3531966077870653,1,2,2,3.2365,-421.824215,-421.825159,-421.833394,-421.86625,-0.2486,-0.0374,0.2112,0.134355
16325,16325,COC1=C(CN)ON=N1,-0.4631000000000002,74.17,129.053826464,1,5,"(50,)",0.2793723440866058,-0.477352789518067,2,1,0,2.7353,-471.149992,-471.150936,-471.159888,-471.194936,-0.2336,-0.0372,0.1964,0.123919
57988,57988,CC1OCCC2CC12O,0.5462,29.46,128.083729624,1,2,"(52,)",0.0938560437430551,-0.3868861463589536,0,2,3,0.5497,-424.212365,-424.213309,-424.221965,-424.254645,-0.2374,0.0724,0.3098,0.182973
82744,82744,N#CC12CC1C1(CN1)C2,0.26198,45.73,120.068748256,1,2,"(46,)",0.0693813760451422,-0.3077917612463902,0,3,3,3.8368,-380.820902,-380.821846,-380.82952,-380.861713,-0.2572,0.0145,0.2718,0.137194
59797,59797,O=C(C#C)C(=O)C#C,-0.609,34.14,106.005479304,0,2,"(38,)",0.2839384849663665,-0.274683580687631,1,0,0,0.0014,-380.068989,-380.069933,-380.077991,-380.111206,-0.2692,-0.1167,0.1525,0.056113
97832,97832,CC1CC(C)(C)C1C=O,1.8675,17.07,126.104465068,0,1,"(52,)",0.1233702667793913,-0.3030552662695456,1,1,2,2.9885,-388.289835,-388.290779,-388.30102,-388.335998,-0.2404,-0.0203,0.2201,0.203308
57360,57360,CC1=NC=C(O)OC1=N,0.1680899999999999,70.11000000000001,126.042927432,2,4,"(48,)",0.3023324027948696,-0.4795445765549254,0,1,0,2.6972,-453.970783,-453.971728,-453.979793,-454.012354,-0.2126,-0.0521,0.1605,0.112188
79442,79442,COC1OCCC1C#C,0.6286,18.46,126.06807956,0,2,"(50,)",0.1703678529282536,-0.3545734624024061,1,1,2,0.5184,-422.983353,-422.984297,-422.993598,-423.028085,-0.2542,0.0524,0.3066,0.158279
91091,91091,O=C1CN2CC2C11CC1,0.0334999999999998,20.08,123.068413908,0,2,"(48,)",0.15408621969116,-0.2975620732015085,0,3,2,2.1893,-401.928989,-401.929934,-401.937436,-401.969431,-0.2284,-0.0231,0.2053,0.148589
14682,14682,OC1CCC1NC=O,-0.7443000000000002,49.33,115.063328528,2,2,"(46,)",0.2069284549337982,-0.3909911552613683,2,1,2,4.3551,-401.001965,-401.002909,-401.011096,-401.044265,-0.2438,0.0343,0.2781,0.142338
76427,76427,OCC1CC1C1CC1,1.0248,20.23,112.088815004,1,1,"(46,)",0.0461626028107286,-0.3960768691309469,2,2,2,1.3605,-348.957518,-348.958462,-348.967189,-349.001078,-0.2483,0.0787,0.3271,0.176709
61882,61882,O=C1NCC=CCC=C1,0.6187,29.1,123.068413908,1,1,"(48,)",0.243414041948201,-0.3490941864228379,0,1,0,3.7241,-401.96903,-401.969975,-401.977945,-402.010443,-0.234,-0.0183,0.2157,0.149843
34496,34496,CNC1=COC=C1CO,0.8135999999999999,45.400000000000006,127.063328528,2,3,"(50,)",0.1137325981488071,-0.4700050221200739,2,1,0,2.5657,-439.082431,-439.083375,-439.092198,-439.125957,-0.2064,0.0231,0.2295,0.148541
132306,132306,N=C1NC2=C(N1)C=NO2,-0.03653,81.46,124.038510748,3,3,"(46,)",0.2546774068410726,-0.3360896765042333,0,2,0,1.2676,-448.903095,-448.904039,-448.911041,-448.94242,-0.1946,-0.0076,0.187,0.091611
93101,93101,CCC1(C)CCN2CC12,1.4906,3.01,125.12044948,0,1,"(52,)",0.0277540139694684,-0.2969716466708927,1,2,3,1.5326,-368.395531,-368.396475,-368.40563,-368.438896,-0.2257,0.0781,0.3038,0.218501
50078,50078,C1C2CC=C3CCCC123,2.5067000000000004,0.0,120.093900384,0,0,"(48,)",-0.005341853583054,-0.0844510494727518,0,3,2,0.4392,-349.960733,-349.961677,-349.96899,-350.000371,-0.2124,0.0244,0.2369,0.18577
34888,34888,COC(C)C(C)(O)C=O,-0.0288000000000001,46.53,132.078644244,1,3,"(54,)",0.1534436644440234,-0.3799447655359607,3,0,2,1.7579,-461.354718,-461.355663,-461.366797,-461.403378,-0.2415,-0.0242,0.2173,0.177635
130777,130777,CCC1(CC1)C(C)C=O,2.0116,17.07,126.104465068,0,1,"(52,)",0.1228469132946747,-0.303077595940146,3,1,1,2.5946,-388.280949,-388.281894,-388.292384,-388.328332,-0.2487,-0.026,0.2228,0.203253
82583,82583,CN(C)C1=C(N)C=CO1,0.9278,42.4,126.07931294,1,3,"(50,)",0.2174436136661956,-0.4465853949399188,1,1,0,1.1718,-419.205505,-419.206449,-419.215737,-419.249842,-0.187,0.03,0.217,0.159408
43371,43371,O=C1OC=CN1C1CC1,0.7762,35.14,125.047678464,0,3,"(48,)",0.4185986296935438,-0.4163533265085126,1,2,0,4.3987,-437.907762,-437.908706,-437.916212,-437.948866,-0.2103,0.0235,0.2337,0.125383
113440,113440,CC(C)(C)C([NH3+])C([O-])=O,-1.6070999999999982,67.77000000000001,131.094628656,1,2,"(54,)",0.1293246621534026,-0.5438822849156671,1,0,1,4.8492,-441.517874,-441.518818,-441.529161,-441.563919,-0.2495,0.0144,0.264,0.192683
105345,105345,CC1C(C(O)C#C)N1C,-0.3169999999999999,23.24,125.084063972,1,2,"(50,)",0.1309240841997674,-0.3786636592334662,1,1,4,1.3323,-403.058768,-403.059712,-403.070267,-403.105989,-0.2202,0.0278,0.248,0.167404
21772,21772,CCC1CN=C(N1)C=O,-0.0343999999999999,41.46,126.07931294,1,3,"(50,)",0.1841507012148848,-0.363065693385343,2,1,1,2.8264,-419.227415,-419.228359,-419.237359,-419.271619,-0.2298,-0.0667,0.1631,0.159591
125059,125059,CC#CC1C2CC1C2O,0.6365000000000001,20.23,122.07316494,1,1,"(48,)",0.0620156695946184,-0.3924574252197407,0,3,2,1.3456,-385.802784,-385.803728,-385.812802,-385.848272,-0.2352,0.0534,0.2886,0.158504
104308,104308,CC1OC(=N)CC=C1C,1.71877,33.08,125.084063972,1,2,"(50,)",0.184463969358863,-0.4734997914225261,0,1,1,3.5731,-403.17116,-403.172104,-403.181278,-403.215572,-0.245,0.012,0.2569,0.170698
28177,28177,CC1(O)CC(=O)C1CO,-0.6813000000000002,57.53,130.06299418,2,3,"(52,)",0.143540748365422,-0.3955110531612006,1,1,2,4.1349,-460.155941,-460.156885,-460.166416,-460.200567,-0.2483,-0.0295,0.2188,0.156476
54050,54050,CC1=CCC2(C)OC2C1,1.884,12.53,124.088815004,0,1,"(50,)",0.0957553524561781,-0.3656775632761644,0,2,2,1.7714,-387.098583,-387.099527,-387.108355,-387.141405,-0.2317,0.0317,0.2634,0.182113
112360,112360,OCC(O)(CO)CC=O,-1.7089,77.75999999999999,134.0579088,3,4,"(54,)",0.1225429439167694,-0.3932750495882705,4,0,0,1.6697,-497.285981,-497.286925,-497.297034,-497.332001,-0.2481,-0.0428,0.2053,0.156511
98192,98192,NC(C#N)C12CCC1O2,-0.2313200000000004,62.34,124.063662876,1,3,"(48,)",0.1247176570705834,-0.363189142566504,1,2,3,1.0988,-417.960635,-417.961579,-417.970199,-418.003911,-0.2667,0.0171,0.2838,0.135882
5754,5754,OC1CC2CCC2C1=O,0.3463,37.3,126.06807956,1,2,"(50,)",0.1641111676644479,-0.3853098245137769,0,2,3,2.9209,-423.035006,-423.03595,-423.043839,-423.076473,-0.2486,-0.028,0.2205,0.160519
2322,2322,NC(C=O)=NCC1CC1,-0.0475000000000003,55.45,126.07931294,1,2,"(50,)",0.1839249863819036,-0.3812771800046303,3,1,0,2.894,-419.195178,-419.196122,-419.205551,-419.240588,-0.242,-0.0598,0.1821,0.158614
